2020-06-10 15:06:53.712 The 0-th variable: name is x, valueReference is 0, valueType is 1, valueInit is 1, causality is 8.
2020-06-10 17:10:04.798 The 1726-th variable: name is axis2.motor.diff.i1, valueReference is 2920, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.798 The 1727-th variable: name is axis2.motor.diff.p1.i, valueReference is 2921, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.799 The 1728-th variable: name is axis2.motor.diff.n1.i, valueReference is 2922, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.799 The 1729-th variable: name is axis2.motor.diff.p2.i, valueReference is 2923, valueType is 1, valueInit is -0.01820206489663401, causality is 8.

2020-06-10 17:10:04.800 The 1730-th variable: name is axis2.motor.diff.n2.v, valueReference is 2924, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.800 The 1731-th variable: name is axis2.motor.power.v1, valueReference is 2925, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.800 The 1732-th variable: name is axis2.motor.power.i1, valueReference is 2926, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.801 The 1733-th variable: name is axis2.motor.power.p1.i, valueReference is 2927, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.801 The 1734-th variable: name is axis2.motor.power.n1.i, valueReference is 2928, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.802 The 1735-th variable: name is axis2.motor.power.p2.v, valueReference is 2929, valueType is 1, valueInit is -910.1032448316983, causality is 8.

2020-06-10 17:10:04.802 The 1736-th variable: name is axis2.motor.power.p2.i, valueReference is 2930, valueType is 1, valueInit is 7.280825958653587, causality is 8.

2020-06-10 17:10:04.802 The 1737-th variable: name is axis2.motor.power.n2.v, valueReference is 2931, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.803 The 1738-th variable: name is axis2.motor.emf.k, valueReference is 2932, valueType is 1, valueInit is 1.1616, causality is 8.

2020-06-10 17:10:04.803 The 1739-th variable: name is axis2.motor.emf.n.v, valueReference is 2933, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.804 The 1740-th variable: name is axis2.motor.La.v, valueReference is 2938, valueType is 1, valueInit is 1.13686837721616e-013, causality is 8.

2020-06-10 17:10:04.804 The 1741-th variable: name is axis2.motor.La.i, valueReference is 2939, valueType is 1, valueInit is -3.640412979326793, causality is 8.

2020-06-10 17:10:04.804 The 1742-th variable: name is axis2.motor.La.p.v, valueReference is 2940, valueType is 1, valueInit is 1.13686837721616e-013, causality is 8.

2020-06-10 17:10:04.805 The 1743-th variable: name is axis2.motor.La.n.v, valueReference is 2941, valueType is 1, valueInit is -0, causality is 8.

2020-06-10 17:10:04.805 The 1744-th variable: name is axis2.motor.La.L, valueReference is 2942, valueType is 1, valueInit is 0.03787878787878788, causality is 8.

2020-06-10 17:10:04.806 The 1745-th variable: name is axis2.motor.Ra.R, valueReference is 2943, valueType is 1, valueInit is 250, causality is 8.

2020-06-10 17:10:04.806 The 1746-th variable: name is axis2.motor.Ra.T_ref, valueReference is 2944, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.807 The 1747-th variable: name is axis2.motor.Ra.alpha, valueReference is 2945, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.807 The 1748-th variable: name is axis2.motor.Ra.v, valueReference is 2946, valueType is 1, valueInit is -910.1032448316984, causality is 8.

2020-06-10 17:10:04.807 The 1749-th variable: name is axis2.motor.Ra.T, valueReference is 2947, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.808 The 1750-th variable: name is axis2.motor.Ra.LossPower, valueReference is 2948, valueType is 1, valueInit is 3313.151665012745, causality is 8.

2020-06-10 17:10:04.808 The 1751-th variable: name is axis2.motor.Ra.R_actual, valueReference is 2949, valueType is 1, valueInit is 250, causality is 8.

2020-06-10 17:10:04.809 The 1752-th variable: name is axis2.motor.Rd2.R, valueReference is 2950, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.809 The 1753-th variable: name is axis2.motor.Rd2.T_ref, valueReference is 2951, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.810 The 1754-th variable: name is axis2.motor.Rd2.alpha, valueReference is 2952, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.810 The 1755-th variable: name is axis2.motor.Rd2.v, valueReference is 2953, valueType is 1, valueInit is -1.820206489663397, causality is 8.

2020-06-10 17:10:04.811 The 1756-th variable: name is axis2.motor.Rd2.p.v, valueReference is 2954, valueType is 1, valueInit is -3.640412979326793, causality is 8.

2020-06-10 17:10:04.811 The 1757-th variable: name is axis2.motor.Rd2.n.v, valueReference is 2955, valueType is 1, valueInit is -1.820206489663397, causality is 8.

2020-06-10 17:10:04.812 The 1758-th variable: name is axis2.motor.Rd2.T, valueReference is 2956, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.812 The 1759-th variable: name is axis2.motor.Rd2.LossPower, valueReference is 2957, valueType is 1, valueInit is 0.03313151665012746, causality is 8.

2020-06-10 17:10:04.812 The 1760-th variable: name is axis2.motor.Rd2.R_actual, valueReference is 2958, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.813 The 1761-th variable: name is axis2.motor.C.v, valueReference is 2959, valueType is 1, valueInit is 182.0206489663397, causality is 8.

2020-06-10 17:10:04.813 The 1762-th variable: name is axis2.motor.C.p.v, valueReference is 2960, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.814 The 1763-th variable: name is axis2.motor.C.C, valueReference is 2961, valueType is 1, valueInit is 4.363636363636363e-007, causality is 8.

2020-06-10 17:10:04.814 The 1764-th variable: name is axis2.motor.OpI.v1, valueReference is 2962, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.815 The 1765-th variable: name is axis2.motor.OpI.i1, valueReference is 2963, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.815 The 1766-th variable: name is axis2.motor.OpI.p1.v, valueReference is 2964, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.815 The 1767-th variable: name is axis2.motor.OpI.p1.i, valueReference is 2965, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.816 The 1768-th variable: name is axis2.motor.OpI.n1.v, valueReference is 2966, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.816 The 1769-th variable: name is axis2.motor.OpI.n1.i, valueReference is 2967, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.817 The 1770-th variable: name is axis2.motor.OpI.n2.v, valueReference is 2968, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.817 The 1771-th variable: name is axis2.motor.Rd1.R, valueReference is 2969, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.817 The 1772-th variable: name is axis2.motor.Rd1.T_ref, valueReference is 2970, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.818 The 1773-th variable: name is axis2.motor.Rd1.alpha, valueReference is 2971, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.818 The 1774-th variable: name is axis2.motor.Rd1.v, valueReference is 2972, valueType is 1, valueInit is -1.820206489663397, causality is 8.

2020-06-10 17:10:04.819 The 1775-th variable: name is axis2.motor.Rd1.i, valueReference is 2973, valueType is 1, valueInit is -0.01820206489663397, causality is 8.

2020-06-10 17:10:04.819 The 1776-th variable: name is axis2.motor.Rd1.T, valueReference is 2974, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.820 The 1777-th variable: name is axis2.motor.Rd1.LossPower, valueReference is 2975, valueType is 1, valueInit is 0.03313151665012746, causality is 8.

2020-06-10 17:10:04.820 The 1778-th variable: name is axis2.motor.Rd1.R_actual, valueReference is 2976, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.820 The 1779-th variable: name is axis2.motor.Ri.R, valueReference is 2977, valueType is 1, valueInit is 10, causality is 8.

2020-06-10 17:10:04.821 The 1780-th variable: name is axis2.motor.Ri.T_ref, valueReference is 2978, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.821 The 1781-th variable: name is axis2.motor.Ri.alpha, valueReference is 2979, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.822 The 1782-th variable: name is axis2.motor.Ri.v, valueReference is 2980, valueType is 1, valueInit is 4.440892098500626e-016, causality is 8.

2020-06-10 17:10:04.822 The 1783-th variable: name is axis2.motor.Ri.i, valueReference is 2981, valueType is 1, valueInit is 4.440892098500626e-017, causality is 8.

2020-06-10 17:10:04.822 The 1784-th variable: name is axis2.motor.Ri.n.v, valueReference is 2982, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.823 The 1785-th variable: name is axis2.motor.Ri.T, valueReference is 2983, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.823 The 1786-th variable: name is axis2.motor.Ri.LossPower, valueReference is 2984, valueType is 1, valueInit is 1.97215226305253e-032, causality is 8.

2020-06-10 17:10:04.824 The 1787-th variable: name is axis2.motor.Ri.R_actual, valueReference is 2985, valueType is 1, valueInit is 10, causality is 8.

2020-06-10 17:10:04.824 The 1788-th variable: name is axis2.motor.Rp1.R, valueReference is 2986, valueType is 1, valueInit is 200, causality is 8.

2020-06-10 17:10:04.824 The 1789-th variable: name is axis2.motor.Rp1.T_ref, valueReference is 2987, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.825 The 1790-th variable: name is axis2.motor.Rp1.alpha, valueReference is 2988, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.825 The 1791-th variable: name is axis2.motor.Rp1.v, valueReference is 2989, valueType is 1, valueInit is 728.0825958653586, causality is 8.

2020-06-10 17:10:04.826 The 1792-th variable: name is axis2.motor.Rp1.i, valueReference is 2990, valueType is 1, valueInit is 3.640412979326793, causality is 8.

2020-06-10 17:10:04.826 The 1793-th variable: name is axis2.motor.Rp1.T, valueReference is 2991, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.826 The 1794-th variable: name is axis2.motor.Rp1.LossPower, valueReference is 2992, valueType is 1, valueInit is 2650.521332010195, causality is 8.

2020-06-10 17:10:04.827 The 1795-th variable: name is axis2.motor.Rp1.R_actual, valueReference is 2993, valueType is 1, valueInit is 200, causality is 8.

2020-06-10 17:10:04.828 The 1796-th variable: name is axis2.motor.Rp2.R, valueReference is 2994, valueType is 1, valueInit is 50, causality is 8.

2020-06-10 17:10:04.828 The 1797-th variable: name is axis2.motor.Rp2.T_ref, valueReference is 2995, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.829 The 1798-th variable: name is axis2.motor.Rp2.alpha, valueReference is 2996, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.829 The 1799-th variable: name is axis2.motor.Rp2.n.v, valueReference is 2997, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.830 The 1800-th variable: name is axis2.motor.Rp2.T, valueReference is 2998, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.830 The 1801-th variable: name is axis2.motor.Rp2.LossPower, valueReference is 2999, valueType is 1, valueInit is 662.6303330025488, causality is 8.

2020-06-10 17:10:04.831 The 1802-th variable: name is axis2.motor.Rp2.R_actual, valueReference is 3000, valueType is 1, valueInit is 50, causality is 8.

2020-06-10 17:10:04.831 The 1803-th variable: name is axis2.motor.Rd4.R, valueReference is 3001, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.831 The 1804-th variable: name is axis2.motor.Rd4.T_ref, valueReference is 3002, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.832 The 1805-th variable: name is axis2.motor.Rd4.alpha, valueReference is 3003, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.832 The 1806-th variable: name is axis2.motor.Rd4.i, valueReference is 3004, valueType is 1, valueInit is -0.01820206489663397, causality is 8.

2020-06-10 17:10:04.833 The 1807-th variable: name is axis2.motor.Rd4.n.v, valueReference is 3005, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.833 The 1808-th variable: name is axis2.motor.Rd4.T, valueReference is 3006, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.833 The 1809-th variable: name is axis2.motor.Rd4.LossPower, valueReference is 3007, valueType is 1, valueInit is 0.03313151665012745, causality is 8.

2020-06-10 17:10:04.834 The 1810-th variable: name is axis2.motor.Rd4.R_actual, valueReference is 3008, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.834 The 1811-th variable: name is axis2.motor.hall2.n.v, valueReference is 3009, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.835 The 1812-th variable: name is axis2.motor.Rd3.R, valueReference is 3010, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.835 The 1813-th variable: name is axis2.motor.Rd3.T_ref, valueReference is 3011, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.836 The 1814-th variable: name is axis2.motor.Rd3.alpha, valueReference is 3012, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.836 The 1815-th variable: name is axis2.motor.Rd3.v, valueReference is 3013, valueType is 1, valueInit is -1.820206489663397, causality is 8.

2020-06-10 17:10:04.836 The 1816-th variable: name is axis2.motor.Rd3.p.v, valueReference is 3014, valueType is 1, valueInit is -3.640412979326793, causality is 8.

2020-06-10 17:10:04.837 The 1817-th variable: name is axis2.motor.Rd3.T, valueReference is 3015, valueType is 1, valueInit is 300.15, causality is 8.

2020-06-10 17:10:04.837 The 1818-th variable: name is axis2.motor.Rd3.LossPower, valueReference is 3016, valueType is 1, valueInit is 0.03313151665012745, causality is 8.

2020-06-10 17:10:04.838 The 1819-th variable: name is axis2.motor.Rd3.R_actual, valueReference is 3017, valueType is 1, valueInit is 100, causality is 8.

2020-06-10 17:10:04.838 The 1820-th variable: name is axis2.motor.g1.p.v, valueReference is 3018, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.838 The 1821-th variable: name is axis2.motor.g2.p.v, valueReference is 3019, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.839 The 1822-th variable: name is axis2.motor.g3.p.v, valueReference is 3020, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.839 The 1823-th variable: name is axis2.motor.g3.p.i, valueReference is 3021, valueType is 1, valueInit is 7.244421828860319, causality is 8.

2020-06-10 17:10:04.840 The 1824-th variable: name is axis2.motor.hall1.p.v, valueReference is 3022, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.840 The 1825-th variable: name is axis2.motor.hall1.n.v, valueReference is 3023, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.841 The 1826-th variable: name is axis2.motor.g4.p.v, valueReference is 3024, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.841 The 1827-th variable: name is axis2.motor.g5.p.v, valueReference is 3025, valueType is 1, valueInit is 0, causality is 8.

2020-06-10 17:10:04.842 The 1828-th variable: name is axis2.motor.phi.flange.tau, valueReference is 3026, valueType is 1, valueInit is 0, causality is 8.
